
id,jira_id,summary,module,priority,severity,labels,preconditions,steps,expected_result,test_type,owner,sprint,status
TC-00112,VWO-5771,Verify A/B test saves as Draft when launch is skipped (Edge),AB Testing,P2,Major,billing|regression|ui,User on /campaigns/ab/new,1. Fill name 'Hero CTA Draft' || 2. Add 2 variations || 3. Click 'Save as Draft',Campaign appears under Drafts tab | Status badge = 'Draft',Functional,riya.sharma,VWO-25.S22,Active
TC-00113,VWO-5332,Verify confetti view filters clicks by source on '/checkout' (mobile-web),Heatmaps,P2,Major,dataloss|firefox|performance|regression|smoke,Heatmap data ready,1. Open Confetti || 2. Filter source=email,Each dot color-coded by source,Functional,anika.bose,VWO-25.S37,Active
TC-00114,VWO-4363,Verify recording playback uses < 200MB memory for 10-min session (tablet),Session Recordings,P2,Major,edge|firefox|performance|safari|ui,10-min recording,1. Open Devtools memory || 2. Play to end,Memory stays below 200MB,Performance,vikram.singh,VWO-25.S01,Active
TC-00115,VWO-5764,Verify comparing two segments on the same funnel (slow 3G),Funnels,P3,Critical,api|dataloss|performance|regression|sanity,Funnel report ready,1. Add segment Desktop alongside Mobile,Side-by-side comparison view,Functional,riya.sharma,VWO-25.S28,Active
TC-00116,VWO-3994,Verify custom event 'AddToCart' increments goal (offline-online),Goals,P0,Minor,api|edge|firefox|i18n,Custom event registered,1. Trigger window._vis_opt_goal_conversion('AddToCart'),Goal count increments,Functional,aditya.rao,VWO-25.S26,Active
TC-00117,VWO-4649,Verify funnel save blocked when only 1 step provided (re-entry),Funnels,P3,Critical,edge|i18n|regression,User on /funnels/new,1. Add 1 step || 2. Save,Error 'At least 2 steps required',Negative,aditya.rao,VWO-25.S11,Active
TC-00118,VWO-3010,Verify comparing two segments on the same funnel (after refresh),Funnels,P3,Minor,accessibility|i18n|regression,Funnel report ready,1. Add segment Desktop alongside Mobile,Side-by-side comparison view,Functional,neha.khanna,VWO-25.S03,Active
TC-00119,VWO-2394,Verify adding annotation to report timeline (clean install),Reports,P0,Minor,i18n|regression,Report timeline view,"1. Click on date, add note 'BFCM start'","Annotation persists, visible to team",Functional,anika.bose,VWO-25.S18,Draft
TC-00120,VWO-2219,Verify retry queue when Adobe Analytics 5xx (after upgrade),Integrations,P2,Minor,api|billing|regression|ui,Adobe Analytics returns 503,1. Trigger event,Event queued and retried within 30m,Integration,sara.patel,VWO-25.S33,Active
TC-00121,VWO-2666,Verify stopping MVT halts data collection (cold start),MVT,P2,Minor,firefox|i18n|integration|regression,MVT 3066 running,1. Open /campaigns/3066 || 2. Stop,No new visitors counted | Status = Stopped,Functional,anika.bose,VWO-25.S22,Active
TC-00122,VWO-3535,Verify Split URL report shows per-variant conversion rates (warm cache),Split URL,P1,Major,chrome|mobile|regression,Split URL 5623 ran 24h+,1. Open /campaigns/5623/report,Variant cards show CR% | Bayesian probability displayed,Functional,harsh.gupta,VWO-25.S33,Active
TC-00123,VWO-3163,Verify Browser tab on report breaks down by browser (cookieless),Reports,P1,Minor,dataloss|performance|regression|security|ui,Report ready,1. Open Browser tab,Per-browser stats shown,Functional,sara.patel,VWO-25.S13,Active
TC-00124,VWO-5108,Verify editing variation copy in A/B campaign #3167 (third-party blocked),AB Testing,P2,Critical,gdpr|mobile|regression|safari,A/B campaign 3167 exists in Draft | User has Editor role,1. Open /campaigns/ab/3167/editor || 2. Switch to Variation 2 || 3. Change H1 text to 'Buy Now' || 4. Click Save,Variation 2 saves with updated copy | Audit log entry created,Functional,sara.patel,VWO-25.S34,Active
TC-00125,VWO-3787,Verify Heatmap auto-segments by tablet device on '/blog' (strict CSP),Heatmaps,P0,Major,chrome|edge|i18n|regression,Heatmap data ready,1. Switch device tab to Tablet,Tablet-specific overlay shown,Functional,riya.sharma,VWO-25.S18,Active
TC-00126,VWO-3268,Verify audience targeting on MVT applies before bucketing (IE-removed),MVT,P0,Blocker,firefox|integration|regression,Audience 'Logged-in users' exists,1. Apply audience || 2. Launch,Only logged-in visitors enter MVT,Functional,harsh.gupta,VWO-25.S21,Active
TC-00127,VWO-2590,Verify adding annotation to report timeline (role: Viewer),Reports,P2,Major,billing|firefox|regression|ui,Report timeline view,"1. Click on date, add note 'BFCM start'","Annotation persists, visible to team",Functional,aditya.rao,VWO-25.S24,Active
TC-00128,VWO-1339,Verify page-visit goal regex '/thank-you.*' matches (role: Admin),Goals,P2,Minor,chrome|mobile|performance|regression,Campaign Draft,1. Add page-visit goal regex || 2. Save,/thank-you?ref=x triggers conversion,Functional,dev.ranganathan,VWO-25.S34,Active
TC-00129,VWO-1987,Verify goals list shows all goals for campaign #2429 (role: Editor),Goals,P1,Minor,e2e|performance|ui,Campaign 2429 has 5 goals,1. Open /campaigns/2429/goals,All 5 goals listed | Type icons visible,UI,dev.ranganathan,VWO-25.S42,Active
TC-00130,VWO-1147,Verify isFeatureEnabled returns rollout result in Node.js (EU DC),FullStack,P3,Major,api|billing|regression,Flag at 50%,1. Call API for 1000 users,~500 true ±5%,Functional,aditya.rao,VWO-25.S49,Active
TC-00131,VWO-4008,Verify custom CSS injection scope is limited to variation (US DC),AB Testing,P1,Major,regression|security,A/B test editor open,1. Add CSS '.hero{background:red}' || 2. Save || 3. Open Variation B preview,Variation A: red hero | Variation B: unchanged,Functional,kavya.iyer,VWO-25.S33,Active
TC-00132,VWO-3528,Verify click goal CSS selector '#cta-buy' captures clicks (Asia DC),Goals,P0,Major,billing|dataloss|integration|regression|sanity,Campaign Draft,1. Add click goal selector=#cta-buy || 2. Save || 3. Trigger click,Click counted as conversion,Functional,harsh.gupta,VWO-25.S13,Active
TC-00133,VWO-2520,Verify dragging hero image resizes preserving aspect ratio (smoke),Editor,P2,Major,gdpr|regression|ui,Editor loaded,1. Drag corner of image,Aspect ratio preserved,UI,arjun.kapoor,VWO-25.S37,Active
TC-00134,VWO-2770,Verify segment preview shows estimated visitor count (regression),Segmentation,P2,Minor,billing|regression|security|ui,Segment Draft,1. Click Preview,Estimated count + sample sessions shown,Functional,ishaan.mehta,VWO-25.S19,Active
TC-00135,VWO-2618,Verify form-submit goal report shows per-variation breakdown (p0),Goals,P1,Blocker,mobile|performance|regression|smoke,Goal hit by 1k visitors,1. Open report,Per-variation conversion shown,Functional,neha.khanna,VWO-25.S09,Active
TC-00136,VWO-5782,Verify Bayesian probability shown for campaign #9758 (p1),Reports,P0,Major,billing|regression,Campaign 9758 report ready,1. Open report,P(best) per variation | Confidence label,Functional,vikram.singh,VWO-25.S21,Active
TC-00137,VWO-2842,Verify deleting Heatmap removes it from list (critical-path),Heatmaps,P1,Trivial,edge|regression,Heatmap exists,1. Open settings || 2. Delete,Heatmap removed | Cannot be recovered,Functional,promode.dutta,VWO-25.S41,Active
TC-00138,VWO-1653,Verify adding new credit card via Stripe iframe (edge case),Billing,P2,Major,accessibility|billing|security,No card on file,1. Click Add Card || 2. Enter Stripe test card || 3. Save,"Card added, last4 shown",Security,promode.dutta,VWO-25.S35,Active
TC-00139,VWO-3495,Verify form-submit goal counts /signup form submissions (boundary),Goals,P1,Major,api|edge|i18n|mobile|regression,Form on /signup,1. Add form-submit goal selector=#signup-form || 2. Submit form,Conversion logged,Functional,sara.patel,VWO-25.S10,Active
TC-00140,VWO-4454,Verify 301 redirect option in Split URL test #8848 (negative),Split URL,P2,Major,billing|firefox|regression|security,Split URL 8848 draft,1. Open /campaigns/split/8848/settings || 2. Set redirect type = 301 || 3. Save,Variant pages return HTTP 301 with Location header,Functional,arjun.kapoor,VWO-25.S13,Active
TC-00141,VWO-1395,Verify Heatmap on React SPA captures clicks across route changes (positive),Heatmaps,P1,Major,i18n|regression,SPA with history pushState,1. Create Heatmap,Clicks captured per route,Functional,riya.sharma,VWO-25.S10,Active
TC-00142,VWO-5972,Verify Device=mobile condition in segment (retry),Segmentation,P1,Major,accessibility|mobile,Segment Draft,1. Add device=mobile || 2. Save,Saved correctly,Functional,promode.dutta,VWO-25.S39,Active
TC-00143,VWO-1100,Verify Personalization campaign for 'Mobile only' audience (low-bandwidth),Personalization,P1,Blocker,chrome|regression|sanity,User logged in | SmartCode installed,1. Navigate /campaigns/personalize/new || 2. Pick audience 'Mobile only' || 3. Add change || 4. Save,Campaign saved | Targets only that audience,Functional,promode.dutta,VWO-25.S09,Active
TC-00144,VWO-3173,Verify creating page-visit goal in campaign #1221 (high-load),Goals,P3,Critical,performance|regression,Campaign 1221 Draft,1. Open /campaigns/1221/goals || 2. Click Add Goal || 3. Pick type page-visit || 4. Configure || 5. Save,Goal saved with type page-visit | Visible in goals list,Functional,vikram.singh,VWO-25.S46,Active
TC-00145,VWO-4947,Verify fallback admin can login with password when SSO down (rtl locale),SSO,P2,Trivial,api|chrome|mobile|security|smoke,SSO IdP unreachable,1. Login as fallback admin with password,Login allowed for fallback only,Security,neha.khanna,VWO-25.S22,Active
TC-00146,VWO-3767,Verify editing click goal name updates campaign report (en-US),Goals,P1,Major,mobile|regression,Campaign 1347 has goal,1. Open goal || 2. Rename || 3. Save,Name updated everywhere,Functional,sara.patel,VWO-25.S10,Active
TC-00147,VWO-5559,Verify traffic split must total 100% across variations (en-GB),AB Testing,P3,Minor,firefox|regression|ui,User in /campaigns/ab/new editor,1. Set Variation A=40% || 2. Set Variation B=40% || 3. Click Save,Validation error 'Splits must equal 100%' | Save blocked,Negative,arjun.kapoor,VWO-25.S08,Active
TC-00148,VWO-5805,Verify DELETE /api/v1/campaigns/{id} archives (fr-FR),API,P1,Major,api|i18n|security,Campaign exists,1. DELETE,204 No Content; campaign archived,API,riya.sharma,VWO-25.S03,Active
TC-00149,VWO-3184,Verify export-CSV downloads complete report data (de-DE),Reports,P2,Minor,edge|firefox|regression|ui,Report ready,1. Click Export > CSV,"CSV with all goals, variations, dates",Functional,anika.bose,VWO-25.S44,Active
TC-00150,VWO-2759,Verify changing font family on heading saves correct CSS (ja-JP),Editor,P3,Minor,api|regression|safari,Editor loaded,"1. Pick H2, change font || 2. Save",CSS rule emitted,Functional,promode.dutta,VWO-25.S10,Active
TC-00151,VWO-1927,Verify filter Duration > 5min on recordings list (hi-IN),Session Recordings,P2,Minor,api|chrome|regression|safari|sanity,Recordings exist,1. Apply duration > 5 min,Only long sessions returned,Functional,riya.sharma,VWO-25.S08,Archived
TC-00152,VWO-4771,Verify dragging hero image resizes preserving aspect ratio (pt-BR),Editor,P1,Major,accessibility|api|mobile|ui,Editor loaded,1. Drag corner of image,Aspect ratio preserved,UI,sara.patel,VWO-25.S39,Active
TC-00153,VWO-1418,Verify funnel save blocked when only 1 step provided (Chrome),Funnels,P2,Major,gdpr|regression,User on /funnels/new,1. Add 1 step || 2. Save,Error 'At least 2 steps required',Negative,ishaan.mehta,VWO-25.S25,Active
TC-00154,VWO-5604,Verify scheduling weekly email digest of report (Firefox),Reports,P2,Minor,edge|regression,Report ready,1. Click Schedule Email || 2. Pick weekly,"Email scheduled, first run logged",Functional,harsh.gupta,VWO-25.S06,Active
TC-00155,VWO-1389,Verify malicious script in Code Editor is sanitized on render (Safari),AB Testing,P1,Critical,mobile|security|smoke,A/B editor open,1. Paste '<script>alert(1)</script>' into HTML node || 2. Save || 3. Preview,Script tags HTML-encoded | No alert fires,Security,sara.patel,VWO-25.S16,Draft
TC-00156,VWO-1117,Verify filtering goal report by date range last 7d (Edge),Goals,P2,Major,regression|ui,Goal report,1. Apply Last 7 days,Numbers reflect 7d only,Functional,sara.patel,VWO-25.S24,Active
TC-00157,VWO-3443,Verify share-link for campaign report (read-only) (mobile-web),Reports,P3,Minor,mobile|security,Report ready,1. Click Share > Public link,Anonymous viewer can read but not edit,Security,vikram.singh,VWO-25.S10,Active
TC-00158,VWO-3558,Verify Heatmap creation on URL '/' (tablet),Heatmaps,P2,Minor,dataloss|firefox|regression,SmartCode installed | Heatmap quota available,1. Navigate /heatmaps/new || 2. Enter URL / || 3. Save,Heatmap recording starts | Page status = Active,Functional,arjun.kapoor,VWO-25.S31,Active
TC-00159,VWO-1082,Verify export-PDF renders chart images (slow 3G),Reports,P2,Major,api|regression,Report ready,1. Click Export > PDF,PDF includes charts and tables,Functional,promode.dutta,VWO-25.S19,Active
TC-00160,VWO-3976,Verify Forms analytics creation on '/signup' page (offline-online),Forms,P3,Blocker,accessibility|regression,SmartCode installed,1. Navigate /forms/new || 2. Enter URL /signup || 3. Pick form selector || 4. Save,Forms analytics active for /signup,Functional,kavya.iyer,VWO-25.S11,Active
TC-00161,VWO-3634,Verify input fields with class 'sensitive' are masked in recording (re-entry),Session Recordings,P2,Trivial,i18n|mobile|security,SmartCode mask config set,"1. Visit site, type into .sensitive input || 2. Open recording",Field shows asterisks | Plain text not stored,Security,harsh.gupta,VWO-25.S17,Active
TC-00162,VWO-2696,Verify Bayesian probability shown for campaign #5453 (after refresh),Reports,P2,Trivial,mobile|regression,Campaign 5453 report ready,1. Open report,P(best) per variation | Confidence label,Functional,ishaan.mehta,VWO-25.S26,Active
TC-00163,VWO-3056,Verify scheduled Personalization activates at start time (clean install),Personalization,P3,Trivial,accessibility|dataloss|integration|regression|safari,Personalize Draft,1. Set Start = +30m || 2. Save & Schedule,"Status Scheduled, then Running at start",Functional,riya.sharma,VWO-25.S45,Active
TC-00164,VWO-1450,Verify Heatmap creation on URL '/pricing' (after upgrade),Heatmaps,P3,Minor,edge|regression,SmartCode installed | Heatmap quota available,1. Navigate /heatmaps/new || 2. Enter URL /pricing || 3. Save,Heatmap recording starts | Page status = Active,Functional,riya.sharma,VWO-25.S07,Active
TC-00165,VWO-4018,Verify skip logic in likert survey skips Q3 if Q2='No' (cold start),Surveys,P3,Blocker,performance|regression,Survey Draft,1. Add skip rule Q2=No -> skip Q3 || 2. Launch,Q3 hidden when Q2 answered 'No',Functional,kavya.iyer,VWO-25.S07,Active
TC-00166,VWO-2252,Verify duplicating revenue goal copies all settings (warm cache),Goals,P2,Minor,gdpr|regression,Campaign has revenue goal,1. Click duplicate,Copy created with same config,Functional,neha.khanna,VWO-25.S06,Active
TC-00167,VWO-3052,Verify mobile preview iframe respects mobile viewport (cookieless),AB Testing,P2,Major,mobile|safari,A/B editor open,1. Switch preview to mobile || 2. Choose iPad,Iframe resizes to viewport dims | Touch events emulated,UI,vikram.singh,VWO-25.S09,Active
TC-00168,VWO-5960,Verify A/B test creation with 3 variations on Opera (third-party blocked),AB Testing,P1,Minor,api|performance|regression,User logged in to app.vwo.com | SmartCode installed on test site,1. Navigate to /campaigns/ab/new || 2. Enter campaign name 'AB Test {0}' || 3. Add 3 variations || 4. Set traffic split to equal || 5. Click 'Save & Launch',A/B test created with 3 variations | Redirect to /campaigns/{id}/overview,Functional,anika.bose,VWO-25.S06,Active
TC-00169,VWO-4720,Verify regex target matches multiple control URLs in Split URL (strict CSP),Split URL,P2,Minor,firefox|regression|safari,Split URL Draft,1. Set target pattern '^/blog/.+' || 2. Add variant rewrite || 3. Save,All blog post URLs split | Other paths unaffected,Functional,vikram.singh,VWO-25.S29,Active
TC-00170,VWO-5463,Verify A/B test name accepts exactly 80 characters (role: Viewer),AB Testing,P1,Major,gdpr|regression|sanity|security,User on /campaigns/ab/new,1. Enter 80-char name || 2. Save,Save succeeds | Name stored as entered,Boundary,dev.ranganathan,VWO-25.S24,Active
